dyke_id,vertex_id,x,y,z
4,2745,667369.79296875,6579320.4296875,-299.22000122070312,
4,2748,667351.953125,6579350.5,-299.39291381835937,
4,2751,667321.2890625,6579402.189453125,-299.69012451171875,
4,2752,667226.59375,6579561.80859375,-300.63067626953125,
4,2753,667172.75390625,6579652.55859375,-301.24444580078125,
4,2754,667097.93359375,6579778.6748046875,-302.09744262695312,
4,2755,666962.91015625,6580006.2646484375,-303.55148315429687,
4,2758,666944.8984375,6580036.625,-303.7454833984375,
4,2761,666883.29296875,6580140.4638671875,-304.40890502929687,
4,2762,666763.875,6580341.755859375,-305.833740234375,
4,2763,666706.69140625,6580438.1455078125,-306.51605224609375,
4,2764,666556.046875,6580692.0712890625,-308.31240844726562,
4,2767,666537.84375,6580722.75,-308.52947998046875,
4,2770,666532.30859375,6580732.08203125,-308.59548950195312,
4,2771,666370.33203125,6581005.1083984375,-310.83731079101563,
4,2772,666354.7578125,6581031.359375,-311.0426025390625,
4,2773,666156.44921875,6581365.625,-313.65692138671875,
4,2774,666149.21484375,6581377.8154296875,-313.76104736328125,
4,2777,666130.796875,6581408.859375,-314.02621459960937,
4,2780,666102.66015625,6581436.8154296875,-314.40151977539062,
4,2781,666071.51171875,6581467.7646484375,-314.81704711914062,
4,2784,666068.6953125,6581470.5625,-314.85464477539062,
4,2787,665928.8125,6581552.4736328125,-316.63348388671875,
4,2788,665824.7421875,6581613.4130859375,-317.95394897460938,
4,2789,665750.5859375,6581656.8369140625,-318.89486694335937,
4,2790,665558.921875,6581769.07421875,-321.424072265625,
4,2793,665557.3359375,6581770.001953125,-321.44497680664062,
4,2794,665534.34375,6581783.46875,-321.739501953125,
4,2797,665370.32421875,6581879.5141601562,-323.84063720703125,
4,2798,665286.71484375,6581928.474609375,-325.01333618164062,
4,2799,665024.95703125,6582081.7583007813,-328.68478393554687,
4,2802,664999.9921875,6582096.375,-329.034912109375,
4,3106,672033.0234375,6569543.53125,-303.51516723632812,
4,3107,672042.84375,6569534.111328125,-303.57302856445312,
4,3108,672002.04296875,6569573.24609375,-303.33258056640625,
4,3109,671897.64453125,6569673.39453125,-302.71725463867187,
4,3110,671640.91015625,6569919.67578125,-301.1973876953125,
4,3111,671433.37890625,6570118.76171875,-299.96875,
4,3112,671410.140625,6570141.052734375,-299.8236083984375,
4,3113,671401.42578125,6570149.416015625,-299.774658203125,
4,3114,671332.5859375,6570215.453125,-299.45339965820313,
4,3116,671301.8828125,6570244.904296875,-299.31011962890625,
4,3119,670938.03125,6570593.947265625,-297.612060546875,
4,3120,670929.34765625,6570602.279296875,-297.571533203125,
4,3121,670665.79296875,6570855.107421875,-296.62637329101563,
4,3122,670632.15625,6570887.375,-296.51617431640625,
4,3125,670601.6484375,6570916.63671875,-296.41622924804687,
4,3128,670430.2421875,6571081.06640625,-295.8546142578125,
4,3129,670274.8125,6571230.17578125,-295.55780029296875,
4,3130,670236.13671875,6571267.275390625,-295.47952270507812,
4,3131,669931.71875,6571559.3125,-294.86349487304687,
4,3134,669901.3203125,6571588.46875,-294.802001953125,
4,3137,669806.27734375,6571679.640625,-294.60968017578125,
4,3138,669602.6015625,6571875.025390625,-294.4503173828125,
4,3139,669534.984375,6571939.890625,-294.43252563476562,
4,3140,669231.28125,6572231.234375,-294.3526611328125,
4,3143,669200.9140625,6572260.359375,-294.34466552734375,
4,3146,669167.140625,6572292.759765625,-294.33578491210937,
4,3147,669131.8828125,6572326.5859375,-294.3651123046875,
4,3148,668834.6171875,6572611.75390625,-294.53451538085937,
4,3149,668784.59375,6572659.7421875,-294.56304931640625,
4,3150,668530.84375,6572903.171875,-294.96270751953125,
4,3153,668516.58203125,6572937.642578125,-294.96371459960937,
4,3156,668497.484375,6572983.8046875,-294.96505737304687,
4,3157,668459.6484375,6573075.248046875,-294.98568725585937,
4,3158,668430.390625,6573145.962890625,-295.03558349609375,
4,3159,668344.97265625,6573352.419921875,-295.1083984375,
4,3160,668246.02734375,6573591.576171875,-295.1927490234375,
4,3161,668202.3046875,6573697.25,-295.30963134765625,
4,3164,668188.03125,6573731.7509765625,-295.34780883789062,
4,3167,668022.375,6574132.1103515625,-295.79067993164062,
4,3168,668016.64453125,6574145.9619140625,-295.79998779296875,
4,3169,668001.82421875,6574181.779296875,-295.82406616210937,
4,3170,667972.43359375,6574252.80859375,-295.92306518554687,
4,3171,667873.7421875,6574491.328125,-296.26028442382812,
4,3174,667859.4375,6574525.9033203125,-296.30917358398437,
4,3177,667757.04296875,6574773.3818359375,-296.6590576171875,
4,3178,667688.48046875,6574939.091796875,-297.02328491210937,
4,3179,667645.41015625,6575043.1962890625,-297.2520751953125,
4,3180,667545.1953125,6575285.40625,-297.7276611328125,
4,3183,667530.84375,6575320.0966796875,-297.7957763671875,
4,3186,667441.0546875,6575537.1083984375,-298.22186279296875,
4,3187,667360.5,6575731.8017578125,-298.78909301757812,
4,3188,667261.3671875,6575971.3994140625,-299.4871826171875,
4,3189,667216.6484375,6576079.484375,-299.75283813476562,
4,3192,667219.546875,6576115.802734375,-299.73126220703125,
4,3195,667236.91015625,6576333.375,-299.60208129882812,
4,3196,667253.73046875,6576544.189453125,-299.5880126953125,
4,3197,667266.81640625,6576708.169921875,-299.57705688476562,
4,3198,667282.703125,6576907.28125,-299.45187377929687,
4,3201,667285.6015625,6576943.5751953125,-299.42904663085937,
4,3204,667289.3828125,6576990.9482421875,-299.39926147460938,
4,3205,667319.80859375,6577372.1728515625,-299.35696411132812,
4,3206,667325.90625,6577448.5712890625,-299.34848022460937,
4,3207,667348.7734375,6577735.078125,-299.08352661132812,
4,3210,667351.66796875,6577771.341796875,-299.04998779296875,
4,3213,667359.7265625,6577872.30859375,-298.95660400390625,
4,3214,667385.91015625,6578200.3564453125,-298.87765502929687,
4,3215,667412.58984375,6578534.6142578125,-298.79721069335938,
4,3216,667414.84375,6578562.875,-298.76510620117187,
4,3219,667397.73828125,6578591.64453125,-298.90631103515625,
4,3222,667310.14453125,6578738.970703125,-299.62939453125,
4,3223,667245.80078125,6578847.1962890625,-300.25296020507812,
4,3224,667196.01171875,6578930.9365234375,-300.7474365234375,
4,3225,667024.2421875,6579219.84375,-302.45330810546875,
4,3228,667006.99609375,6579248.8515625,-302.62460327148437,
4,3231,666930.76171875,6579377.068359375,-303.38168334960937,
4,3232,666806.953125,6579585.3125,-304.79275512695312,
4,3233,666686.26953125,6579788.291015625,-306.16815185546875,
4,3234,666633.640625,6579876.8125,-306.75823974609375,
4,3237,666616.2265625,6579906.09765625,-306.95346069335937,
4,3240,666603.50390625,6579927.4970703125,-307.09613037109375,
4,3241,666503.4453125,6580095.7890625,-308.36312866210937,
4,3242,666418.09765625,6580239.3330078125,-309.38058471679687,
4,3243,666275.76953125,6580478.71484375,-311.07730102539062,
4,3244,666243.0390625,6580533.765625,-311.53012084960937,
4,3247,666225.44140625,6580563.3603515625,-311.7735595703125,
4,3250,666029.44140625,6580893.0224609375,-314.48519897460937,
4,3251,665956.44921875,6581015.7919921875,-315.49502563476562,
4,3252,665921.00390625,6581075.4111328125,-315.97674560546875,
4,3253,665906.0546875,6581100.5498046875,-316.19964599609375,
4,3254,665852.4375,6581190.734375,-316.978515625,
4,3257,665813.5625,6581213.8427734375,-317.46609497070312,
4,3260,665537.37109375,6581378.009765625,-320.92999267578125,
4,3261,665393.18359375,6581463.7138671875,-322.77850341796875,
4,3262,665285.58203125,6581527.673828125,-324.15805053710937,
4,3263,665101.546875,6581637.0625,-326.51864624023437,
4,3264,664999.9921875,6581697.421875,-327.94549560546875,
4,3588,672344.5390625,6569244.685546875,-305.8653564453125,
4,3589,672525.171875,6569071.40234375,-307.23779296875,
4,3590,672584.13671875,6569014.8359375,-307.65167236328125,
4,3591,672702.1171875,6568901.658203125,-308.66409301757812,
4,3593,672733.4609375,6568871.59375,-308.93304443359375,
4,3596,672872.02734375,6568738.662109375,-310.12213134765625,
4,3597,673048.92578125,6568568.9609375,-311.6427001953125,
4,3598,673182.109375,6568441.1953125,-312.78753662109375,
4,3599,673236.95703125,6568388.578125,-313.36398315429687,
4,3600,673318.015625,6568310.818359375,-314.22567749023437,
4,3601,673402.1171875,6568230.138671875,-315.04229736328125,
4,3604,673433.8984375,6568199.65625,-315.35086059570312,
4,3607,673792.6015625,6567971.765625,-318.52804565429687,
4,3608,673883.00390625,6567914.33203125,-319.32876586914063,
4,3609,674182.46484375,6567724.078125,-322.4862060546875,
4,3612,674218.640625,6567701.09375,-322.86764526367187,
4,3615,674341.09375,6567623.302734375,-324.15872192382812,
4,3616,674538.484375,6567497.90625,-326.04660034179687,
4,3617,674583.4765625,6567469.322265625,-326.53884887695312,
4,3618,674771.26953125,6567350.021484375,-328.59335327148437,
4,3619,674966.5625,6567225.955078125,-330.89361572265625,
4,3622,675003.3828125,6567202.5625,-331.32730102539062,
4,3625,675231.62109375,6567057.5703125,-334.01559448242187,
4,3626,675375.37109375,6566966.25390625,-335.86672973632812,
4,3627,675701.125,6566759.3125,-340.06173706054687,
4,3628,675750.57421875,6566727.8984375,-340.6497802734375,
4,3631,675788.140625,6566704.03125,-341.09652709960937,
4,3634,675834.875,6566674.341796875,-341.65228271484375,
4,3635,675993.87890625,6566573.326171875,-343.72207641601562,
4,3636,676167.95703125,6566462.734375,-346.10610961914062,
4,3637,676440.6015625,6566289.525390625,-349.83990478515625,
4,3638,676534.5078125,6566229.8671875,-351.23104858398437,
4,3641,676572.8828125,6566205.484375,-351.799560546875,
4,3644,676665.046875,6566350.830078125,-352.86563110351562,
4,3645,676751.5078125,6566487.18359375,-353.86569213867187,
4,3648,676760.7421875,6566501.75,-353.9725341796875,
4,3651,676633.37109375,6566582.498046875,-352.08590698242187,
4,3652,676384.09765625,6566740.53125,-348.67242431640625,
4,3653,676310.53125,6566787.169921875,-347.6650390625,
4,3654,676023.828125,6566968.935546875,-343.34609985351563,
4,3655,676020.46875,6566971.064453125,-343.29550170898437,
4,3658,675986.5625,6566992.5625,-342.83148193359375,
4,3661,675684.3359375,6567184.166015625,-338.69515991210937,
4,3662,675618.1015625,6567226.158203125,-337.84243774414062,
4,3663,675457.6328125,6567327.892578125,-335.77651977539062,
4,3664,675248.8984375,6567460.228515625,-333.31854248046875,
4,3667,675212.390625,6567483.375,-332.88864135742187,
4,3670,675104.22265625,6567551.947265625,-331.61489868164062,
4,3671,674850.99609375,6567712.478515625,-328.47576904296875,
4,3672,674774.2265625,6567761.146484375,-327.52410888671875,
4,3673,674640.94140625,6567845.642578125,-325.91485595703125,
4,3674,674474.01953125,6567951.46484375,-324.16024780273437,
4,3677,674438.203125,6567974.171875,-323.78375244140625,
4,3680,674086.83984375,6568196.93359375,-320.09039306640625,
4,3681,674083.17578125,6568199.255859375,-320.05020141601562,
4,3682,674038.7578125,6568227.41796875,-319.563232421875,
4,3683,673699.25,6568442.666015625,-316.37628173828125,
4,3686,673664.0234375,6568465,-316.04559326171875,
4,3689,673543.1484375,6568580.916015625,-314.76077270507812,
4,3690,673351.17578125,6568765.017578125,-312.74334716796875,
4,3691,673269.5703125,6568843.27734375,-311.88577270507812,
4,3692,673002.12109375,6569099.76171875,-309.58712768554687,
4,3695,672971.046875,6569129.5625,-309.320068359375,
4,3698,672970.62890625,6569129.962890625,-309.31646728515625,
4,3699,672759.6015625,6569332.33984375,-307.35073852539062,
4,3700,672662.34765625,6569425.60546875,-306.61318969726562,
4,3701,672311.6875,6569761.890625,-303.95379638671875,
4,3702,672308.76953125,6569764.69140625,-303.92910766601562,
4,3705,672278.078125,6569794.125,-303.66943359375,
4,3708,672210.796875,6569858.650390625,-303.1002197265625,
4,3709,672088.76171875,6569975.681640625,-302.27621459960938,
4,3710,671972.79296875,6570086.89453125,-301.55206298828125,
4,3711,671731.34765625,6570318.44140625,-300.04437255859375,
4,3712,671615.4765625,6570429.5625,-299.39361572265625,
4,3715,671585.09375,6570458.703125,-299.22296142578125,
4,3718,671435.265625,6570602.388671875,-298.38150024414062,
4,3719,671282.44140625,6570748.947265625,-297.66842651367187,
4,3720,671229.08203125,6570800.12109375,-297.41943359375,
4,3721,670922.30078125,6571094.32421875,-296.31951904296875,
4,3724,670892.125,6571123.265625,-296.21133422851562,
4,3727,670796.38671875,6571215.080078125,-295.8680419921875,
4,3728,670660.05859375,6571345.818359375,-295.29818725585937,
4,3729,670599.8671875,6571403.541015625,-295.08920288085937,
4,3730,670591.21875,6571411.833984375,-295.07186889648437,
4,3731,670229.18359375,6571759.03125,-294.34622192382812,
4,3734,670199.140625,6571787.84375,-294.28598022460937,
5,4068,665538.84375,6588391.1875,-331.92510986328125,
5,4139,665308.73046875,6588989.258605957,-335.23321533203125,
5,4140,665351.640625,6588958.3471679688,-334.53640747070312,
5,4141,664999.984375,6589211.671875,-339.81460571289063,
5,4142,665696.69921875,6588709.7620849609,-328.932861328125,
5,4143,665709.125,6588700.8109130859,-328.7293701171875,
5,4144,665743.8671875,6588675.78125,-328.160400390625,
5,4145,665647.87109375,6588542.5308837891,-329.92306518554687,
5,4146,665548.48046875,6588404.5648193359,-331.74813842773437,
5,4147,665283.29296875,6588575.5032958984,-336.11004638671875,
5,4148,665025.77734375,6588761.23828125,-340.3272705078125,
5,4149,665011.24609375,6588771.7164306641,-340.565185546875,
5,4151,665004.98046875,6588776.2371826172,-340.66696166992187,
5,4153,664999.984375,6588779.828125,-340.7410888671875,
6,4206,665131.17578125,6580074.349609375,-322.54391479492187,
6,4207,665215.03515625,6579972.5263671875,-321.43386840820312,
6,4208,664999.984375,6580233.625,-324.46353149414062,
6,4209,665314.24609375,6579852.0634765625,-320.12066650390625,
6,4210,665446.17578125,6579691.87109375,-318.234375,
6,4212,665467.53125,6579665.9375,-317.92904663085937,
6,4217,665677.78515625,6579455.681640625,-315.5382080078125,
6,4218,665747.546875,6579385.923828125,-314.72613525390625,
6,4219,665495.203125,6579638.265625,-317.55319213867187,
6,4220,665889.97265625,6579243.49609375,-313.06805419921875,
6,4221,666057.3359375,6579076.13671875,-311.30831909179687,
6,4223,666085.1328125,6579048.34375,-311.01605224609375,
6,4228,666254.34765625,6578879.125,-309.26910400390625,
6,4229,666361.20703125,6578772.2626953125,-308.18603515625,
6,4230,666190.59375,6578942.87890625,-309.90350341796875,
6,4231,666163.41015625,6578970.0654296875,-310.1929931640625,
6,4232,666547.08984375,6578586.3779296875,-306.30209350585937,
6,4233,666625.93359375,6578507.53125,-305.53164672851563,
6,4234,666675.3125,6578458.15234375,-305.07431030273437,
6,4236,666702.734375,6578430.734375,-304.82034301757813,
6,4241,666607.85546875,6578335.8369140625,-305.59698486328125,
6,4242,666592.47265625,6578320.4541015625,-305.70245361328125,
6,4243,666465.7734375,6578193.7353515625,-306.57122802734375,
6,4244,666454.7265625,6578182.6875,-306.64700317382812,
6,4246,666403.58203125,6578233.8310546875,-307.10409545898437,
6,4251,666176.5859375,6578460.822265625,-309.370849609375,
6,4252,666162.32421875,6578475.087890625,-309.51327514648437,
6,4253,666016.88671875,6578620.5205078125,-310.96054077148437,
6,4254,665862.12109375,6578775.2861328125,-312.60867309570312,
6,4255,665834.109375,6578803.296875,-312.90695190429687,
6,4257,665833.46484375,6578803.9404296875,-312.913818359375,
6,4262,665680.49609375,6578956.9091796875,-314.498291015625,
6,4263,665552.01953125,6579085.3837890625,-315.89834594726562,
6,4264,665543.6171875,6579093.78515625,-315.98989868164062,
6,4265,665248.83203125,6579388.564453125,-319.24310302734375,
6,4266,665241.91015625,6579395.4873046875,-319.33712768554687,
6,4267,665213.4921875,6579423.90625,-319.72311401367187,
6,4269,665115.36328125,6579542.9189453125,-321.12567138671875,
6,4274,665009.84375,6579670.900390625,-322.63385009765625,
6,4275,664999.98828125,6579682.84375,-322.77468872070313,
7,4445,688001.2421875,6544940.4140625,-131.34963989257812,
7,4804,690417.91796875,6543098.4921875,-62.93756103515625,
7,4805,690052.673828125,6543463.7421875,-73.821861267089844,
7,4806,690516.40625,6543000,-60.002601623535156,
7,4807,690042.3203125,6543474.09375,-74.130355834960937,
7,4809,690041.4765625,6543474.53515625,-74.150627136230469,
7,4810,689901.185546875,6543547.9921875,-77.55938720703125,
7,4813,689876.86328125,6543560.7265625,-78.157005310058594,
7,4814,689499.28515625,6543758.41796875,-87.434768676757813,
7,4815,689319.548828125,6543852.52734375,-91.876670837402344,
7,4816,689316.552734375,6543854.09765625,-91.952217102050781,
7,4817,689299.0078125,6543863.28125,-92.394523620605469,
7,4820,689119.953125,6543957.03515625,-96.908676147460938,
7,4823,688914.27734375,6544064.73046875,-102.09392547607422,
7,4824,688792.69140625,6544128.390625,-105.18246459960937,
7,4825,688574.599609375,6544242.5859375,-110.77749633789062,
7,4826,688555.6875,6544252.484375,-111.26264953613281,
7,4829,688407.19140625,6544330.234375,-115.07225036621094,
7,4832,688362.623046875,6544353.5703125,-116.22685241699219,
7,4833,688360.939453125,6544354.453125,-116.27048492431641,
7,4834,688010.4140625,6544537.984375,-125.41304016113281,
7,4835,687832.681640625,6544631.0390625,-130.04193115234375,
7,4836,687812.375,6544641.671875,-130.57080078125,
7,4839,687697.654296875,6544735.53515625,-134.03570556640625,
7,4842,687614.3984375,6544803.65625,-136.58052062988281,
7,4843,687526.232421875,6544875.79296875,-139.27552795410156,
7,4844,687125.09765625,6545204,-151.29415893554687,
7,4845,687104.28125,6545221.03125,-151.91781616210937,
7,4848,687040.88671875,6545272.90234375,-153.81724548339844,
7,4849,686975.24609375,6545326.609375,-155.82365417480469,
7,4852,686891.3203125,6545395.28125,-158.27389526367187,
7,4853,686418.4453125,6545782.19921875,-172.07963562011719,
7,4854,686396.1953125,6545800.40625,-172.72926330566406,
7,4857,686297.890625,6545880.8359375,-175.59922790527344,
7,4858,686282.4140625,6545893.5,-176.0526123046875,
7,4859,686281.33984375,6545894.375,-176.08291625976562,
7,4860,686279.546875,6545895.84375,-176.13224792480469,
7,4863,686168.734375,6545986.5078125,-179.26298522949219,
7,4864,685711.7421875,6546360.41015625,-192.17417907714844,
7,4865,685688.1015625,6546379.75,-192.84205627441406,
7,4868,685654.94921875,6546404.61328125,-193.74687194824219,
7,4871,685469.28515625,6546543.86328125,-198.48439025878906,
7,4872,685274.04296875,6546690.29296875,-203.46620178222656,
7,4873,685086.3828125,6546831.0390625,-208.39952087402344,
7,4874,685067.0234375,6546845.5546875,-208.86851501464844,
7,4875,685044.4921875,6546862.453125,-209.41441345214844,
7,4878,684915.31640625,6546959.33203125,-212.54408264160156,
7,4881,684815.31640625,6547034.33203125,-214.97535705566406,
7,4882,684519.3671875,6547256.2890625,-222.17056274414062,
7,4883,684424.37890625,6547327.53125,-224.31034851074219,
7,4884,684400.875,6547345.15625,-224.83973693847656,
7,4887,684162.1328125,6547524.21484375,-230.2177734375,
7,4890,684034.98046875,6547619.578125,-233.08200073242187,
7,4891,683892.18359375,6547726.671875,-236.37608337402344,
7,4892,683781.6640625,6547809.5625,-238.6009521484375,
7,4893,683757.37890625,6547827.7734375,-239.08979797363281,
7,4896,683757.265625,6547827.859375,-239.0921630859375,
7,4897,683569.203125,6548106.31640625,-244.48049926757812,
7,4900,683287.80078125,6548522.97265625,-252.54315185546875,
7,4901,683268.609375,6548551.390625,-253.093017578125,
7,4904,683235.62890625,6548600.2265625,-254.03800964355469,
7,4905,683175.171875,6548689.73828125,-255.58564758300781,
7,4908,683095.48828125,6548807.72265625,-257.54287719726562,
7,4909,683074.05078125,6548839.4609375,-258.102294921875,
7,4910,682799.75,6549245.60546875,-265.2607421875,
7,4911,682779.953125,6549274.921875,-265.77740478515625,
7,4914,682711.09375,6549376.875,-267.5743408203125,
7,4917,682579.42578125,6549571.828125,-270.6170654296875,
7,4918,682545.9375,6549621.40625,-271.39089965820313,
7,4919,682311.625,6549968.3359375,-276.59500122070313,
7,4920,682291.2890625,6549998.453125,-277.04672241210937,
7,4923,682134.40625,6550230.73046875,-280.53103637695312,
7,4926,682129.390625,6550238.15625,-280.63885498046875,
7,4927,682121.16796875,6550250.328125,-280.7928466796875,
7,4928,682085.56640625,6550303.04296875,-281.51467895507812,
7,4929,681823.44921875,6550691.1328125,-286.82891845703125,
7,4930,681802.625,6550721.96875,-287.25115966796875,
7,4933,681701.23828125,6550872.08203125,-289.30673217773437,
7,4936,681592.2578125,6551033.44140625,-291.25692749023437,
7,4937,681442.671875,6551254.921875,-293.93377685546875,
7,4938,681335.2109375,6551414.03125,-295.768310546875,
7,4939,681313.9609375,6551445.5,-296.13113403320312,
7,4942,681279.96484375,6551495.8359375,-296.71151733398437,
7,4945,681099.734375,6551762.6875,-299.35281372070312,
7,4946,681051.609375,6551833.94140625,-300.05810546875,
7,4947,680846.9140625,6552137.0234375,-303.41522216796875,
7,4948,680825.296875,6552169.03125,-303.76974487304687,
7,4951,680816.0625,6552182.70703125,-303.92120361328125,
7,4952,680662.08203125,6552410.69140625,-306.04800415039062,
7,4955,680607.55859375,6552491.421875,-306.7213134765625,
7,4956,680358.55859375,6552860.1015625,-309.79638671875,
7,4957,680344.609375,6552880.76171875,-309.96868896484375,
7,4960,680336.640625,6552892.5625,-310.05029296875,
7,4961,680078.34375,6553222.60546875,-312.32550048828125,
7,4964,679943.14453125,6553395.35546875,-313.516357421875,
7,4965,679936.3046875,6553404.09375,-313.58468627929687,
7,4966,679909.21875,6553438.69921875,-313.78558349609375,
7,4967,679789.94140625,6553591.109375,-314.71597290039062,
7,4968,679763.9765625,6553624.28125,-314.91848754882812,
7,4971,679503.09375,6553957.64453125,-316.95352172851563,
7,4974,679446.91015625,6554029.43359375,-317.39175415039063,
7,4975,679371.30859375,6554126.03515625,-317.87533569335937,
7,4976,679217.5,6554322.57421875,-318.68222045898437,
7,4977,679191.3125,6554356.03125,-318.819580078125,
7,4980,678928.62109375,6554691.6953125,-320.1976318359375,
7,4983,678746.37109375,6554924.5625,-321.1536865234375,
7,4984,678682.85546875,6555005.72265625,-321.4495849609375,
7,4985,678645,6555054.08984375,-321.52679443359375,
7,4986,678618.65625,6555087.75,-321.58050537109375,
7,4989,678614.4609375,6555090.390625,-321.57913208007812,
7,4992,678321.36328125,6555274.93359375,-321.56427001953125,
7,4993,678002.1875,6555475.89453125,-321.548095703125,
7,4996,677972.4609375,6555494.609375,-321.54660034179687,
7,4997,677915.2265625,6555530.64453125,-321.543701171875,
7,5000,677675.32421875,6555681.69140625,-321.32992553710937,
7,5001,677563.8515625,6555751.875,-321.2305908203125,
7,5002,677355.984375,6555882.75390625,-321.17282104492187,
7,5005,677326.28125,6555901.453125,-321.16458129882812,
7,5006,677287.36328125,6555925.9609375,-321.15374755859375,
7,5009,677029.44921875,6556088.35546875,-320.84347534179687,
7,5010,676709.75,6556289.65625,-320.4588623046875,
7,5013,676680.09375,6556308.328125,-320.42315673828125,
7,5014,676617.88671875,6556347.49609375,-320.34832763671875,
7,5015,676522.26953125,6556407.69921875,-320.25668334960937,
7,5018,676494.19140625,6556425.37890625,-320.196044921875,
7,5019,676383.796875,6556494.88671875,-319.9949951171875,
7,5020,676356.6640625,6556511.97265625,-319.94558715820312,
7,5021,676063.50390625,6556696.5546875,-319.48800659179687,
7,5024,676033.90625,6556715.1875,-319.44180297851562,
7,5025,676068.3046875,6556769.81640625,-319.64483642578125,
7,5028,676119.62890625,6556851.33203125,-320.07315063476562,
7,5029,676212.2421875,6556998.41015625,-320.84597778320312,
7,5030,676220.828125,6557012.046875,-320.91763305664062,
7,5033,676488.93359375,6556842.01171875,-321.40228271484375,
7,5036,676526.17578125,6556818.390625,-321.48220825195312,
7,5037,676833.671875,6556623.3671875,-322.14205932617187,
7,5038,676854.0703125,6556610.4296875,-322.1612548828125,
7,5039,676884.6484375,6556591.03125,-322.19000244140625,
7,5042,677190.6328125,6556396.96484375,-322.47781372070312,
7,5045,677402.45703125,6556262.62109375,-322.67709350585937,
7,5046,677517.83203125,6556189.44921875,-322.864013671875,
7,5047,677548.453125,6556170.03125,-322.91363525390625,
7,5050,677574.41796875,6556153.5625,-322.9556884765625,
7,5053,677854.875,6555975.69140625,-323.14700317382812,
7,5054,678154.0390625,6555785.94921875,-323.35101318359375,
7,5055,678159.98828125,6555782.17578125,-323.35894775390625,
7,5056,678181.609375,6555768.46484375,-323.37326049804687,
7,5057,678212.265625,6555749.015625,-323.39349365234375,
7,5060,678518.98046875,6555554.4921875,-323.5963134765625,
7,5063,678768.390625,6555396.30859375,-323.76119995117187,
7,5064,678845.40234375,6555347.46484375,-323.83544921875,
7,5065,678876.0859375,6555328,-323.86502075195312,
7,5068,678965.3984375,6555213.84765625,-323.6326904296875,
7,5071,679128.5,6555005.37890625,-322.78494262695312,
7,5072,679144.69140625,6554984.6875,-322.69912719726562,
7,5073,679431.75390625,6554617.78125,-321.17807006835937,
7,5076,679458.53125,6554583.5625,-321.03622436523437,
7,5077,679642.18359375,6554348.828125,-320.06307983398438,
7,5080,679725.265625,6554242.63671875,-319.39944458007812,
7,5081,679862.8515625,6554066.78125,-318.30047607421875,
7,5082,680014.4375,6553873.0390625,-317.17562866210937,
7,5085,680040.984375,6553839.109375,-316.97866821289062,
7,5086,680171.26171875,6553672.59765625,-316.01193237304687,
7,5089,680305.02734375,6553501.62109375,-314.675048828125,
7,5090,680587.5,6553140.59375,-311.85208129882813,
7,5091,680597.1875,6553128.20703125,-311.76669311523437,
7,5094,680623.4296875,6553094.671875,-311.5355224609375,
7,5095,680676.05859375,6553016.484375,-310.9947509765625,
7,5096,680755.48046875,6552898.4921875,-310.01068115234375,
7,5099,680838.84375,6552774.63671875,-308.855712890625,
7,5100,681083.2421875,6552411.546875,-305.46975708007812,
7,5103,681104.625,6552379.78125,-305.17352294921875,
7,5104,681170,6552282.66015625,-304.267822265625,
7,5107,681316.75390625,6552064.640625,-301.85379028320312,
7,5108,681473.48828125,6551831.7890625,-299.27554321289062,
7,5109,681564.8046875,6551696.12890625,-297.710693359375,
7,5112,681585.8203125,6551664.90625,-297.35052490234375,
7,5113,681617.0234375,6551618.546875,-296.81576538085937,
7,5116,681793.96484375,6551355.6640625,-293.37045288085937,
7,5117,681855.10546875,6551264.828125,-292.17996215820313,
7,5118,682038.64453125,6550992.1484375,-288.88711547851562,
7,5119,682046.421875,6550980.59765625,-288.72909545898437,
7,5122,682067.015625,6550950,-288.31045532226562,
7,5123,682150.62109375,6550825.796875,-286.611083984375,
7,5126,682270.80078125,6550647.26171875,-284.0787353515625,
7,5127,682451.359375,6550379.0234375,-280.27398681640625,
7,5128,682528.09765625,6550265.01953125,-278.44015502929687,
7,5131,682548.2109375,6550235.140625,-277.95950317382812,
7,5134,682746.890625,6549939.96875,-273.21139526367187,
7,5135,682897.31640625,6549716.4921875,-269.61660766601562,
7,5136,682911.74609375,6549695.05078125,-269.264404296875,
7,5137,682922.1015625,6549679.66796875,-268.97442626953125,
7,5138,683009.84375,6549549.3125,-266.71682739257812,
7,5141,683029.40625,6549520.25,-266.21353149414062,
7,5144,683222.46875,6549233.4296875,-261.24606323242187,
7,5145,683434.93359375,6548917.7890625,-255.77952575683594,
7,5146,683491.6328125,6548833.5546875,-254.06272888183594,
7,5149,683510.6015625,6548805.375,-253.48841857910156,
7,5150,683573.51171875,6548711.9140625,-251.5836181640625,
7,5153,683697.44921875,6548527.78125,-248.00424194335937,
7,5154,683973.48828125,6548117.68359375,-240.03219604492188,
7,5157,683991.796875,6548090.484375,-239.50343322753906,
7,5158,684046.97265625,6548049.09765625,-238.40811157226562,
7,5161,684214.80078125,6547923.2109375,-234.68550109863281,
7,5162,684231.19921875,6547910.91015625,-234.30624389648437,
7,5163,684606.921875,6547629.0859375,-225.61705017089844,
7,5166,684630.3203125,6547611.53125,-225.07588195800781,
7,5167,684781.09375,6547498.43359375,-221.58895874023437,
7,5170,684793.10546875,6547489.42578125,-221.30595397949219,
7,5171,684814.89453125,6547473.078125,-220.76036071777344,
